Pathway 1	Pathway 2	Nr shared xrefs	Nr xrefs pathway 1	Nr xrefs pathway 2	Nr unique xrefs both pathways
WP75	WP438	0	102	8	110
WP75	WP1425	0	102	12	114
WP75	WP231	21	102	187	268
WP75	WP697	0	102	32	134
WP75	WP1449	106	102	150	151
WP75	WP78	0	102	40	142
WP75	WP259	2	102	6	106
WP75	WP422	12	102	31	121
WP75	WP322	0	102	17	119
WP75	WP391	0	102	22	124
WP75	WP26	6	102	25	121
WP75	WP395	12	102	62	152
WP75	WP734	4	102	21	120
WP75	WP404	0	102	36	138
WP75	WP368	0	102	19	121
WP75	WP206	0	102	15	117
WP75	WP455	0	102	268	370
WP75	WP437	21	102	177	258
WP75	WP3	2	102	16	116
WP75	WP699	0	102	14	116
WP75	WP1458	0	102	0	102
WP75	WP619	6	102	37	133
WP75	WP176	0	102	105	207
WP75	WP1437	0	102	0	102
WP75	WP45	0	102	67	169
WP75	WP528	0	102	17	119
WP75	WP550	0	102	32	134
WP75	WP690	0	102	11	113
WP75	WP183	0	102	65	167
WP75	WP554	0	102	12	114
WP75	WP186	0	102	13	115
WP75	WP688	0	102	12	114
WP75	WP710	14	102	97	194
WP75	WP247	0	102	18	120
WP75	WP366	10	102	151	243
WP75	WP4	0	102	44	146
WP75	WP12	3	102	18	117
WP75	WP288	8	102	10	106
WP75	WP1466	0	102	0	102
WP75	WP1403	9	102	74	176
WP75	WP127	14	102	69	157
WP75	WP530	5	102	30	127
WP75	WP106	0	102	18	120
WP75	WP496	0	102	20	122
WP75	WP325	0	102	35	137
WP75	WP692	0	102	28	130
WP75	WP1436	0	102	0	102
WP75	WP1456	4	102	71	169
WP75	WP481	30	102	160	232
WP75	WP615	12	102	99	189
WP75	WP1445	106	102	139	140
WP75	WP501	0	102	15	117
WP75	WP707	1	102	70	172
WP75	WP727	3	102	44	143
WP75	WP560	8	102	52	146
WP75	WP286	14	102	101	189
WP75	WP53	2	102	52	152
WP75	WP1444	105	102	120	120
WP75	WP678	0	102	16	118
WP75	WP1422	0	102	62	164
WP75	WP558	0	102	65	167
WP75	WP254	19	102	83	166
WP75	WP1424	0	102	28	130
WP75	WP69	10	102	135	227
WP75	WP51	14	102	153	241
WP75	WP465	0	102	74	176
WP75	WP364	19	102	100	183
WP75	WP1448	106	102	148	149
WP75	WP47	0	102	22	124
WP75	WP22	7	102	24	119
WP75	WP136	0	102	9	111
WP75	WP581	7	102	26	121
WP75	WP1443	105	102	120	120
WP75	WP666	4	102	35	133
WP75	WP236	3	102	131	230
WP75	WP497	0	102	49	151
WP75	WP320	0	102	0	102
WP75	WP167	0	102	33	135
WP75	WP197	0	102	29	131
WP75	WP195	5	102	38	135
WP75	WP534	0	102	59	161
WP75	WP696	0	102	9	111
WP75	WP205	7	102	44	139
WP75	WP107	0	102	50	152
WP75	WP311	0	102	10	112
WP75	WP661	0	102	21	123
WP75	WP531	0	102	9	111
WP75	WP411	0	102	129	231
WP75	WP706	4	102	71	169
WP75	WP715	0	102	5	107
WP75	WP272	0	102	24	126
WP75	WP306	21	102	188	269
WP75	WP732	4	102	20	119
WP75	WP35	0	102	96	198
WP75	WP545	0	102	18	120
WP75	WP23	18	102	158	242
WP75	WP179	0	102	90	192
WP75	WP430	0	102	35	137
WP75	WP410	1	102	48	149
WP75	WP1462	0	102	1	103
WP75	WP623	0	102	68	170
WP75	WP400	7	102	34	129
WP75	WP61	8	102	85	179
WP75	WP716	0	102	62	164
WP75	WP428	4	102	61	159
WP75	WP313	8	102	34	128
WP75	WP1442	105	102	120	120
WP75	WP34	0	102	30	132
WP75	WP289	5	102	160	257
WP75	WP382	31	102	162	233
WP75	WP129	1	102	31	132
WP75	WP117	0	102	103	205
WP75	WP474	3	102	66	165
WP75	WP241	0	102	43	145
WP75	WP466	0	102	49	151
WP75	WP383	0	102	38	140
WP75	WP185	12	102	99	189
WP75	WP399	4	102	98	196
WP75	WP524	6	102	37	133
WP75	WP15	6	102	191	287
WP75	WP143	0	102	43	145
WP75	WP1432	0	102	0	102
WP75	WP694	0	102	10	112
WP75	WP299	0	102	41	143
WP75	WP100	0	102	38	140
WP75	WP405	0	102	41	143
WP75	WP477	0	102	88	190
WP75	WP704	0	102	14	116
WP75	WP500	0	102	42	144
WP75	WP80	0	102	13	115
WP75	WP138	7	102	112	207
WP75	WP24	0	102	75	177
WP75	WP521	0	102	13	115
WP75	WP536	0	102	152	254
WP75	WP304	7	102	67	162
WP75	WP1435	4	102	97	195
WP75	WP134	0	102	18	120
WP75	WP712	9	102	22	117
WP75	WP357	0	102	25	127
WP75	WP691	0	102	30	132
WP75	WP229	0	102	14	116
WP75	WP1434	8	102	11	105
WP75	WP408	4	102	28	126
WP75	WP561	0	102	22	124
WP75	WP363	8	102	110	204
WP75	WP733	0	102	5	107
WP75	WP237	0	102	21	123
WP75	WP1438	0	102	14	116
WP75	WP28	4	102	47	147
WP75	WP262	16	102	23	124
WP75	WP702	0	102	188	290
WP75	WP58	0	102	41	143
WP75	WP268	1	102	46	148
WP75	WP384	5	102	18	115
WP75	WP1441	105	102	113	113
WP75	WP334	0	102	23	125
WP75	WP49	19	102	76	159
WP75	WP516	0	102	20	122
WP75	WP43	0	102	71	173
WP75	WP585	4	102	28	126
WP75	WP1423	0	102	28	130
WP75	WP244	9	102	67	160
WP75	WP722	9	102	38	132
WP75	WP686	0	102	2	104
WP75	WP698	0	102	40	142
WP75	WP673	7	102	47	142
WP75	WP98	0	102	40	142
WP75	WP1433	8	102	41	143
WP438	WP1425	0	8	12	20
WP438	WP231	0	8	187	195
WP438	WP697	0	8	32	40
WP438	WP1449	0	8	150	158
WP438	WP78	0	8	40	48
WP438	WP259	0	8	6	14
WP438	WP422	0	8	31	39
WP438	WP322	0	8	17	25
WP438	WP391	0	8	22	30
WP438	WP26	0	8	25	33
WP438	WP395	0	8	62	70
WP438	WP734	0	8	21	29
WP438	WP404	0	8	36	44
WP438	WP368	0	8	19	27
WP438	WP206	0	8	15	23
WP438	WP455	0	8	268	276
WP438	WP437	0	8	177	185
WP438	WP3	0	8	16	24
WP438	WP699	0	8	14	22
WP438	WP1458	0	8	0	8
WP438	WP619	0	8	37	45
WP438	WP176	0	8	105	113
WP438	WP1437	0	8	0	8
WP438	WP45	0	8	67	75
WP438	WP528	0	8	17	25
WP438	WP550	0	8	32	40
WP438	WP690	0	8	11	19
WP438	WP183	0	8	65	73
WP438	WP554	0	8	12	20
WP438	WP186	2	8	13	19
WP438	WP688	0	8	12	20
WP438	WP710	0	8	97	105
WP438	WP247	0	8	18	26
WP438	WP366	0	8	151	159
WP438	WP4	0	8	44	52
WP438	WP12	0	8	18	26
WP438	WP288	0	8	10	18
WP438	WP1466	0	8	0	8
WP438	WP1403	0	8	74	82
WP438	WP127	0	8	69	77
WP438	WP530	0	8	30	38
WP438	WP106	0	8	18	26
WP438	WP496	0	8	20	28
WP438	WP325	0	8	35	43
WP438	WP692	0	8	28	36
WP438	WP1436	0	8	0	8
WP438	WP1456	0	8	71	79
WP438	WP481	0	8	160	168
WP438	WP615	0	8	99	107
WP438	WP1445	0	8	139	147
WP438	WP501	0	8	15	23
WP438	WP707	3	8	70	76
WP438	WP727	0	8	44	52
WP438	WP560	0	8	52	60
WP438	WP286	0	8	101	109
WP438	WP53	0	8	52	60
WP438	WP1444	0	8	120	128
WP438	WP678	0	8	16	24
WP438	WP1422	0	8	62	70
WP438	WP558	0	8	65	73
WP438	WP254	0	8	83	91
WP438	WP1424	0	8	28	36
WP438	WP69	0	8	135	143
WP438	WP51	0	8	153	161
WP438	WP465	0	8	74	82
WP438	WP364	0	8	100	108
WP438	WP1448	0	8	148	156
WP438	WP47	0	8	22	30
WP438	WP22	0	8	24	32
WP438	WP136	0	8	9	17
WP438	WP581	0	8	26	34
WP438	WP1443	0	8	120	128
WP438	WP666	0	8	35	43
WP438	WP236	0	8	131	139
WP438	WP497	0	8	49	57
WP438	WP320	0	8	0	8
WP438	WP167	0	8	33	41
WP438	WP197	0	8	29	37
WP438	WP195	0	8	38	46
WP438	WP534	0	8	59	67
WP438	WP696	0	8	9	17
WP438	WP205	0	8	44	52
WP438	WP107	0	8	50	58
WP438	WP311	0	8	10	18
WP438	WP661	0	8	21	29
WP438	WP531	0	8	9	17
WP438	WP411	0	8	129	137
WP438	WP706	0	8	71	79
WP438	WP715	0	8	5	13
WP438	WP272	0	8	24	32
WP438	WP306	0	8	188	196
WP438	WP732	0	8	20	28
WP438	WP35	0	8	96	104
WP438	WP545	0	8	18	26
WP438	WP23	0	8	158	166
WP438	WP179	1	8	90	98
WP438	WP430	0	8	35	43
WP438	WP410	0	8	48	56
WP438	WP1462	0	8	1	9
WP438	WP623	0	8	68	76
WP438	WP400	0	8	34	42
WP438	WP61	0	8	85	93
WP438	WP716	0	8	62	70
WP438	WP428	0	8	61	69
WP438	WP313	0	8	34	42
WP438	WP1442	0	8	120	128
WP438	WP34	0	8	30	38
WP438	WP289	0	8	160	168
WP438	WP382	0	8	162	170
WP438	WP129	0	8	31	39
WP438	WP117	0	8	103	111
WP438	WP474	0	8	66	74
WP438	WP241	0	8	43	51
WP438	WP466	0	8	49	57
WP438	WP383	0	8	38	46
WP438	WP185	0	8	99	107
WP438	WP399	0	8	98	106
WP438	WP524	0	8	37	45
WP438	WP15	0	8	191	199
WP438	WP143	0	8	43	51
WP438	WP1432	0	8	0	8
WP438	WP694	0	8	10	18
WP438	WP299	0	8	41	49
WP438	WP100	0	8	38	46
WP438	WP405	0	8	41	49
WP438	WP477	0	8	88	96
WP438	WP704	0	8	14	22
WP438	WP500	0	8	42	50
WP438	WP80	0	8	13	21
WP438	WP138	0	8	112	120
WP438	WP24	0	8	75	83
WP438	WP521	0	8	13	21
WP438	WP536	0	8	152	160
WP438	WP304	0	8	67	75
WP438	WP1435	0	8	97	105
WP438	WP134	0	8	18	26
WP438	WP712	0	8	22	30
WP438	WP357	0	8	25	33
WP438	WP691	0	8	30	38
WP438	WP229	0	8	14	22
WP438	WP1434	0	8	11	19
WP438	WP408	0	8	28	36
WP438	WP561	0	8	22	30
WP438	WP363	0	8	110	118
WP438	WP733	0	8	5	13
WP438	WP237	0	8	21	29
WP438	WP1438	0	8	14	22
WP438	WP28	0	8	47	55
WP438	WP262	0	8	23	31
WP438	WP702	0	8	188	196
WP438	WP58	0	8	41	49
WP438	WP268	0	8	46	54
WP438	WP384	0	8	18	26
WP438	WP1441	0	8	113	121
WP438	WP334	0	8	23	31
WP438	WP49	0	8	76	84
WP438	WP516	0	8	20	28
WP438	WP43	0	8	71	79
WP438	WP585	0	8	28	36
WP438	WP1423	0	8	28	36
WP438	WP244	0	8	67	75
WP438	WP722	0	8	38	46
WP438	WP686	0	8	2	10
WP438	WP698	0	8	40	48
WP438	WP673	0	8	47	55
WP438	WP98	0	8	40	48
WP438	WP1433	0	8	41	49
WP1425	WP231	0	12	187	199
WP1425	WP697	0	12	32	44
WP1425	WP1449	1	12	150	161
WP1425	WP78	0	12	40	52
WP1425	WP259	0	12	6	18
WP1425	WP422	0	12	31	43
WP1425	WP322	0	12	17	29
WP1425	WP391	0	12	22	34
WP1425	WP26	0	12	25	37
WP1425	WP395	0	12	62	74
WP1425	WP734	0	12	21	33
WP1425	WP404	0	12	36	48
WP1425	WP368	0	12	19	31
WP1425	WP206	0	12	15	27
WP1425	WP455	0	12	268	280
WP1425	WP437	0	12	177	189
WP1425	WP3	0	12	16	28
WP1425	WP699	0	12	14	26
WP1425	WP1458	0	12	0	12
WP1425	WP619	0	12	37	49
WP1425	WP176	0	12	105	117
WP1425	WP1437	0	12	0	12
WP1425	WP45	0	12	67	79
WP1425	WP528	0	12	17	29
WP1425	WP550	0	12	32	44
WP1425	WP690	0	12	11	23
WP1425	WP183	0	12	65	77
WP1425	WP554	0	12	12	24
WP1425	WP186	0	12	13	25
WP1425	WP688	0	12	12	24
WP1425	WP710	1	12	97	108
WP1425	WP247	0	12	18	30
WP1425	WP366	4	12	151	163
WP1425	WP4	0	12	44	56
WP1425	WP12	0	12	18	30
WP1425	WP288	0	12	10	22
WP1425	WP1466	0	12	0	12
WP1425	WP1403	0	12	74	86
WP1425	WP127	0	12	69	81
WP1425	WP530	0	12	30	42
WP1425	WP106	0	12	18	30
WP1425	WP496	0	12	20	32
WP1425	WP325	0	12	35	47
WP1425	WP692	0	12	28	40
WP1425	WP1436	0	12	0	12
WP1425	WP1456	0	12	71	83
WP1425	WP481	0	12	160	172
WP1425	WP615	1	12	99	111
WP1425	WP1445	0	12	139	151
WP1425	WP501	0	12	15	27
WP1425	WP707	0	12	70	82
WP1425	WP727	0	12	44	56
WP1425	WP560	5	12	52	64
WP1425	WP286	0	12	101	113
WP1425	WP53	4	12	52	63
WP1425	WP1444	0	12	120	132
WP1425	WP678	0	12	16	28
WP1425	WP1422	0	12	62	74
WP1425	WP558	0	12	65	77
WP1425	WP254	0	12	83	95
WP1425	WP1424	0	12	28	40
WP1425	WP69	0	12	135	147
WP1425	WP51	0	12	153	165
WP1425	WP465	0	12	74	86
WP1425	WP364	0	12	100	112
WP1425	WP1448	1	12	148	159
WP1425	WP47	0	12	22	34
WP1425	WP22	0	12	24	36
WP1425	WP136	0	12	9	21
WP1425	WP581	0	12	26	38
WP1425	WP1443	0	12	120	132
WP1425	WP666	0	12	35	47
WP1425	WP236	1	12	131	143
WP1425	WP497	0	12	49	61
WP1425	WP320	0	12	0	12
WP1425	WP167	0	12	33	45
WP1425	WP197	0	12	29	41
WP1425	WP195	0	12	38	50
WP1425	WP534	0	12	59	71
WP1425	WP696	0	12	9	21
WP1425	WP205	0	12	44	56
WP1425	WP107	0	12	50	62
WP1425	WP311	0	12	10	22
WP1425	WP661	0	12	21	33
WP1425	WP531	0	12	9	21
WP1425	WP411	0	12	129	141
WP1425	WP706	0	12	71	83
WP1425	WP715	0	12	5	17
WP1425	WP272	0	12	24	36
WP1425	WP306	0	12	188	200
WP1425	WP732	0	12	20	32
WP1425	WP35	0	12	96	108
WP1425	WP545	0	12	18	30
WP1425	WP23	0	12	158	170
WP1425	WP179	1	12	90	102
WP1425	WP430	0	12	35	47
WP1425	WP410	1	12	48	60
WP1425	WP1462	0	12	1	13
WP1425	WP623	0	12	68	80
WP1425	WP400	0	12	34	46
WP1425	WP61	2	12	85	97
WP1425	WP716	0	12	62	74
WP1425	WP428	0	12	61	73
WP1425	WP313	0	12	34	46
WP1425	WP1442	0	12	120	132
WP1425	WP34	1	12	30	42
WP1425	WP289	0	12	160	172
WP1425	WP382	0	12	162	174
WP1425	WP129	0	12	31	43
WP1425	WP117	0	12	103	115
WP1425	WP474	2	12	66	78
WP1425	WP241	0	12	43	55
WP1425	WP466	0	12	49	61
WP1425	WP383	0	12	38	50
WP1425	WP185	0	12	99	111
WP1425	WP399	0	12	98	110
WP1425	WP524	0	12	37	49
WP1425	WP15	0	12	191	203
WP1425	WP143	0	12	43	55
WP1425	WP1432	0	12	0	12
WP1425	WP694	0	12	10	22
WP1425	WP299	0	12	41	53
WP1425	WP100	0	12	38	50
WP1425	WP405	0	12	41	53
WP1425	WP477	0	12	88	100
WP1425	WP704	0	12	14	26
WP1425	WP500	0	12	42	54
WP1425	WP80	0	12	13	25
WP1425	WP138	2	12	112	124
WP1425	WP24	0	12	75	87
WP1425	WP521	0	12	13	25
WP1425	WP536	0	12	152	164
WP1425	WP304	0	12	67	79
WP1425	WP1435	0	12	97	109
WP1425	WP134	0	12	18	30
WP1425	WP712	0	12	22	34
WP1425	WP357	0	12	25	37
WP1425	WP691	0	12	30	42
WP1425	WP229	0	12	14	26
WP1425	WP1434	0	12	11	23
WP1425	WP408	0	12	28	40
WP1425	WP561	0	12	22	34
WP1425	WP363	2	12	110	122
WP1425	WP733	0	12	5	17
WP1425	WP237	0	12	21	33
WP1425	WP1438	0	12	14	26
WP1425	WP28	0	12	47	59
WP1425	WP262	0	12	23	35
WP1425	WP702	0	12	188	200
WP1425	WP58	0	12	41	53
WP1425	WP268	0	12	46	58
WP1425	WP384	0	12	18	30
WP1425	WP1441	0	12	113	125
WP1425	WP334	0	12	23	35
WP1425	WP49	0	12	76	88
WP1425	WP516	0	12	20	32
WP1425	WP43	0	12	71	83
WP1425	WP585	0	12	28	40
WP1425	WP1423	0	12	28	40
WP1425	WP244	0	12	67	79
WP1425	WP722	0	12	38	50
WP1425	WP686	0	12	2	14
WP1425	WP698	0	12	40	52
WP1425	WP673	0	12	47	59
WP1425	WP98	0	12	40	52
WP1425	WP1433	0	12	41	53
WP231	WP697	0	187	32	219
WP231	WP1449	25	187	150	317
WP231	WP78	0	187	40	227
WP231	WP259	0	187	6	193
WP231	WP422	3	187	31	215
WP231	WP322	0	187	17	204
WP231	WP391	0	187	22	209
WP231	WP26	2	187	25	210
WP231	WP395	10	187	62	239
WP231	WP734	1	187	21	207
WP231	WP404	0	187	36	223
WP231	WP368	0	187	19	206
WP231	WP206	0	187	15	202
WP231	WP455	0	187	268	455
WP231	WP437	19	187	177	345
WP231	WP3	0	187	16	203
WP231	WP699	0	187	14	201
WP231	WP1458	0	187	0	187
WP231	WP619	2	187	37	222
WP231	WP176	0	187	105	292
WP231	WP1437	0	187	0	187
WP231	WP45	2	187	67	252
WP231	WP528	0	187	17	204
WP231	WP550	0	187	32	219
WP231	WP690	0	187	11	198
WP231	WP183	12	187	65	240
WP231	WP554	0	187	12	199
WP231	WP186	0	187	13	200
WP231	WP688	0	187	12	199
WP231	WP710	6	187	97	283
WP231	WP247	0	187	18	205
WP231	WP366	10	187	151	328
WP231	WP4	0	187	44	231
WP231	WP12	1	187	18	204
WP231	WP288	4	187	10	194
WP231	WP1466	0	187	0	187
WP231	WP1403	3	187	74	261
WP231	WP127	7	187	69	249
WP231	WP530	1	187	30	216
WP231	WP106	0	187	18	205
WP231	WP496	0	187	20	207
WP231	WP325	0	187	35	222
WP231	WP692	0	187	28	215
WP231	WP1436	0	187	0	187
WP231	WP1456	3	187	71	255
WP231	WP481	15	187	160	332
WP231	WP615	2	187	99	284
WP231	WP1445	25	187	139	306
WP231	WP501	0	187	15	202
WP231	WP707	4	187	70	257
WP231	WP727	1	187	44	230
WP231	WP560	4	187	52	235
WP231	WP286	16	187	101	272
WP231	WP53	2	187	52	237
WP231	WP1444	23	187	120	286
WP231	WP678	0	187	16	203
WP231	WP1422	0	187	62	249
WP231	WP558	0	187	65	252
WP231	WP254	28	187	83	242
WP231	WP1424	0	187	28	215
WP231	WP69	9	187	135	313
WP231	WP51	1	187	153	339
WP231	WP465	1	187	74	260
WP231	WP364	14	187	100	273
WP231	WP1448	25	187	148	315
WP231	WP47	1	187	22	208
WP231	WP22	3	187	24	208
WP231	WP136	0	187	9	196
WP231	WP581	3	187	26	210
WP231	WP1443	23	187	120	286
WP231	WP666	1	187	35	221
WP231	WP236	2	187	131	316
WP231	WP497	0	187	49	236
WP231	WP320	0	187	0	187
WP231	WP167	0	187	33	220
WP231	WP197	0	187	29	216
WP231	WP195	1	187	38	224
WP231	WP534	0	187	59	246
WP231	WP696	0	187	9	196
WP231	WP205	3	187	44	228
WP231	WP107	0	187	50	237
WP231	WP311	0	187	10	197
WP231	WP661	0	187	21	208
WP231	WP531	0	187	9	196
WP231	WP411	1	187	129	315
WP231	WP706	3	187	71	255
WP231	WP715	0	187	5	192
WP231	WP272	0	187	24	211
WP231	WP306	10	187	188	365
WP231	WP732	0	187	20	207
WP231	WP35	3	187	96	280
WP231	WP545	0	187	18	205
WP231	WP23	15	187	158	330
WP231	WP179	7	187	90	270
WP231	WP430	0	187	35	222
WP231	WP410	2	187	48	233
WP231	WP1462	0	187	1	188
WP231	WP623	0	187	68	255
WP231	WP400	7	187	34	214
WP231	WP61	8	187	85	264
WP231	WP716	0	187	62	249
WP231	WP428	2	187	61	246
WP231	WP313	4	187	34	217
WP231	WP1442	23	187	120	286
WP231	WP34	0	187	30	217
WP231	WP289	9	187	160	338
WP231	WP382	22	187	162	327
WP231	WP129	1	187	31	217
WP231	WP117	0	187	103	290
WP231	WP474	4	187	66	249
WP231	WP241	0	187	43	230
WP231	WP466	2	187	49	234
WP231	WP383	0	187	38	225
WP231	WP185	7	187	99	279
WP231	WP399	4	187	98	281
WP231	WP524	3	187	37	221
WP231	WP15	4	187	191	374
WP231	WP143	0	187	43	230
WP231	WP1432	0	187	0	187
WP231	WP694	0	187	10	197
WP231	WP299	0	187	41	228
WP231	WP100	0	187	38	225
WP231	WP405	5	187	41	223
WP231	WP477	7	187	88	268
WP231	WP704	0	187	14	201
WP231	WP500	2	187	42	227
WP231	WP80	0	187	13	200
WP231	WP138	15	187	112	284
WP231	WP24	0	187	75	262
WP231	WP521	0	187	13	200
WP231	WP536	8	187	152	331
WP231	WP304	4	187	67	250
WP231	WP1435	4	187	97	280
WP231	WP134	0	187	18	205
WP231	WP712	3	187	22	206
WP231	WP357	0	187	25	212
WP231	WP691	0	187	30	217
WP231	WP229	0	187	14	201
WP231	WP1434	5	187	11	193
WP231	WP408	1	187	28	214
WP231	WP561	0	187	22	209
WP231	WP363	11	187	110	286
WP231	WP733	0	187	5	192
WP231	WP237	0	187	21	208
WP231	WP1438	0	187	14	201
WP231	WP28	3	187	47	231
WP231	WP262	14	187	23	208
WP231	WP702	0	187	188	375
WP231	WP58	0	187	41	228
WP231	WP268	4	187	46	233
WP231	WP384	9	187	18	196
WP231	WP1441	21	187	113	279
WP231	WP334	0	187	23	210
WP231	WP49	10	187	76	253
WP231	WP516	0	187	20	207
WP231	WP43	0	187	71	258
WP231	WP585	4	187	28	211
WP231	WP1423	0	187	28	215
WP231	WP244	9	187	67	245
WP231	WP722	2	187	38	223
WP231	WP686	0	187	2	189
WP231	WP698	0	187	40	227
WP231	WP673	5	187	47	229
WP231	WP98	0	187	40	227
WP231	WP1433	10	187	41	228
WP697	WP1449	0	32	150	182
WP697	WP78	0	32	40	72
WP697	WP259	1	32	6	38
WP697	WP422	0	32	31	63
WP697	WP322	0	32	17	49
WP697	WP391	0	32	22	54
WP697	WP26	0	32	25	57
WP697	WP395	0	32	62	94
WP697	WP734	0	32	21	53
WP697	WP404	0	32	36	68
WP697	WP368	0	32	19	51
WP697	WP206	3	32	15	47
WP697	WP455	0	32	268	300
WP697	WP437	0	32	177	209
WP697	WP3	1	32	16	48
WP697	WP699	3	32	14	43
WP697	WP1458	0	32	0	32
WP697	WP619	0	32	37	69
WP697	WP176	1	32	105	136
WP697	WP1437	0	32	0	32
WP697	WP45	0	32	67	99
WP697	WP528	0	32	17	49
WP697	WP550	1	32	32	64
WP697	WP690	0	32	11	43
WP697	WP183	0	32	65	97
WP697	WP554	0	32	12	44
WP697	WP186	0	32	13	45
WP697	WP688	1	32	12	43
WP697	WP710	0	32	97	129
WP697	WP247	0	32	18	50
WP697	WP366	0	32	151	183
WP697	WP4	0	32	44	76
WP697	WP12	0	32	18	50
WP697	WP288	0	32	10	42
WP697	WP1466	0	32	0	32
WP697	WP1403	0	32	74	106
WP697	WP127	0	32	69	101
WP697	WP530	0	32	30	62
WP697	WP106	0	32	18	50
WP697	WP496	0	32	20	52
WP697	WP325	0	32	35	67
WP697	WP692	2	32	28	58
WP697	WP1436	0	32	0	32
WP697	WP1456	0	32	71	103
WP697	WP481	0	32	160	192
WP697	WP615	0	32	99	131
WP697	WP1445	0	32	139	171
WP697	WP501	0	32	15	47
WP697	WP707	0	32	70	102
WP697	WP727	0	32	44	76
WP697	WP560	0	32	52	84
WP697	WP286	0	32	101	133
WP697	WP53	0	32	52	84
WP697	WP1444	0	32	120	152
WP697	WP678	0	32	16	48
WP697	WP1422	0	32	62	94
WP697	WP558	0	32	65	97
WP697	WP254	0	32	83	115
WP697	WP1424	0	32	28	60
WP697	WP69	0	32	135	167
WP697	WP51	0	32	153	185
WP697	WP465	4	32	74	106
WP697	WP364	0	32	100	132
WP697	WP1448	0	32	148	180
WP697	WP47	0	32	22	54
WP697	WP22	0	32	24	56
WP697	WP136	0	32	9	41
WP697	WP581	0	32	26	58
WP697	WP1443	0	32	120	152
WP697	WP666	0	32	35	67
WP697	WP236	0	32	131	163
WP697	WP497	0	32	49	81
WP697	WP320	0	32	0	32
WP697	WP167	0	32	33	65
WP697	WP197	0	32	29	61
WP697	WP195	0	32	38	70
WP697	WP534	0	32	59	91
WP697	WP696	3	32	9	38
WP697	WP205	0	32	44	76
WP697	WP107	0	32	50	82
WP697	WP311	0	32	10	42
WP697	WP661	0	32	21	53
WP697	WP531	0	32	9	41
WP697	WP411	0	32	129	161
WP697	WP706	0	32	71	103
WP697	WP715	0	32	5	37
WP697	WP272	0	32	24	56
WP697	WP306	0	32	188	220
WP697	WP732	0	32	20	52
WP697	WP35	0	32	96	128
WP697	WP545	0	32	18	50
WP697	WP23	0	32	158	190
WP697	WP179	0	32	90	122
WP697	WP430	0	32	35	67
WP697	WP410	0	32	48	80
WP697	WP1462	0	32	1	33
WP697	WP623	0	32	68	100
WP697	WP400	0	32	34	66
WP697	WP61	0	32	85	117
WP697	WP716	1	32	62	94
WP697	WP428	0	32	61	93
WP697	WP313	0	32	34	66
WP697	WP1442	0	32	120	152
WP697	WP34	0	32	30	62
WP697	WP289	0	32	160	192
WP697	WP382	0	32	162	194
WP697	WP129	0	32	31	63
WP697	WP117	0	32	103	135
WP697	WP474	1	32	66	97
WP697	WP241	0	32	43	75
WP697	WP466	0	32	49	81
WP697	WP383	0	32	38	70
WP697	WP185	0	32	99	131
WP697	WP399	0	32	98	130
WP697	WP524	0	32	37	69
WP697	WP15	1	32	191	222
WP697	WP143	0	32	43	75
WP697	WP1432	0	32	0	32
WP697	WP694	4	32	10	39
WP697	WP299	2	32	41	73
WP697	WP100	2	32	38	70
WP697	WP405	0	32	41	73
WP697	WP477	0	32	88	120
WP697	WP704	1	32	14	45
WP697	WP500	0	32	42	74
WP697	WP80	0	32	13	45
WP697	WP138	0	32	112	144
WP697	WP24	0	32	75	107
WP697	WP521	0	32	13	45
WP697	WP536	0	32	152	184
WP697	WP304	0	32	67	99
WP697	WP1435	0	32	97	129
WP697	WP134	0	32	18	50
WP697	WP712	0	32	22	54
WP697	WP357	0	32	25	57
WP697	WP691	10	32	30	56
WP697	WP229	5	32	14	44
WP697	WP1434	0	32	11	43
WP697	WP408	3	32	28	60
WP697	WP561	1	32	22	53
WP697	WP363	0	32	110	142
WP697	WP733	0	32	5	37
WP697	WP237	0	32	21	53
WP697	WP1438	0	32	14	46
WP697	WP28	0	32	47	79
WP697	WP262	0	32	23	55
WP697	WP702	19	32	188	206
WP697	WP58	0	32	41	73
WP697	WP268	0	32	46	78
WP697	WP384	0	32	18	50
WP697	WP1441	0	32	113	145
WP697	WP334	0	32	23	55
WP697	WP49	0	32	76	108
WP697	WP516	0	32	20	52
WP697	WP43	4	32	71	99
WP697	WP585	0	32	28	60
WP697	WP1423	0	32	28	60
WP697	WP244	0	32	67	99
WP697	WP722	0	32	38	70
WP697	WP686	0	32	2	34
WP697	WP698	10	32	40	69
WP697	WP673	0	32	47	79
WP697	WP98	0	32	40	72
WP697	WP1433	0	32	41	73
WP1449	WP78	0	150	40	190
WP1449	WP259	2	150	6	154
WP1449	WP422	12	150	31	169
WP1449	WP322	0	150	17	167
WP1449	WP391	0	150	22	172
WP1449	WP26	6	150	25	169
WP1449	WP395	14	150	62	200
WP1449	WP734	4	150	21	168
WP1449	WP404	0	150	36	186
WP1449	WP368	0	150	19	169
WP1449	WP206	0	150	15	165
WP1449	WP455	0	150	268	418
WP1449	WP437	23	150	177	306
WP1449	WP3	2	150	16	164
WP1449	WP699	0	150	14	164
WP1449	WP1458	0	150	0	150
WP1449	WP619	7	150	37	181
WP1449	WP176	0	150	105	255
WP1449	WP1437	0	150	0	150
WP1449	WP45	0	150	67	217
WP1449	WP528	0	150	17	167
WP1449	WP550	0	150	32	182
